,etr,rn,gr,lst,soilT,airT,sm,wind,rh
1/2/2019 21:00,4.555,15.42,19.613,295.538,297.128,292.059,0.254,2.354,70.694
1/3/2019 21:00,4.803,16.078,21.283,295.585,297.34,292.18,0.25,2.28,68.263
1/4/2019 21:00,5.289,17.036,23.349,295.71,297.36,292.789,0.245,2.165,62.912
1/5/2019 21:00,5.401,16.841,22.79,296.95,298.09,293.635,0.242,2.239,62.28
1/6/2019 21:00,3.79,11.939,17.188,294.017,296.882,291.069,0.233,2.059,66.769
1/7/2019 21:00,5.141,17.195,23.431,295.368,297.184,292.147,0.232,2.286,65.868
1/8/2019 21:00,4.685,16.642,22.493,294.822,297.597,291.547,0.23,2.301,72.335
1/9/2019 21:00,4.843,17.175,23.338,294.383,297.432,291.223,0.227,2.445,70.423
1/10/2019 21:00,4.406,14.966,20.001,295.693,297.758,292.027,0.226,2.266,71.591
1/11/2019 21:00,4.822,16.847,23.306,294.619,297.527,291.452,0.224,2.516,70.139
1/12/2019 21:00,4.897,17.216,22.7,295.203,297.468,291.7,0.236,2.478,70.921
1/13/2019 21:00,4.957,16.744,21.557,295.858,297.61,292.361,0.244,2.333,68.815
1/14/2019 21:00,4.726,17.288,23.695,294.311,297.018,291.121,0.245,2.644,73.616
1/15/2019 21:00,4.372,15.022,19.28,295.192,297.118,291.588,0.245,2.712,72.44
1/16/2019 21:00,5.037,17.33,22.218,295.76,297.572,292.211,0.249,2.46,69.769
1/17/2019 21:00,4.09,14.45,19.193,294.149,296.866,290.762,0.27,2.325,73.27
1/18/2019 21:00,4.92,16.117,21.184,295.854,297.157,292.35,0.276,2.294,66.196
1/19/2019 21:00,4.168,15.299,21.013,294.004,296.897,290.746,0.273,2.485,75.862
1/20/2019 21:00,3.703,12.949,17.367,294.149,296.447,290.88,0.267,2.169,75.046
1/21/2019 21:00,4.993,17.595,22.383,295.565,297.137,292.03,0.267,2.358,71.416
1/22/2019 21:00,5.047,17.071,21.521,296.337,297.75,292.821,0.265,2.798,70.79
1/23/2019 21:00,5.095,16.705,20.988,296.5,297.895,293.303,0.261,2.18,67.664
1/24/2019 21:00,4.795,16.308,20.896,295.991,298.024,292.65,0.258,2.334,71.285
1/25/2019 21:00,4.719,16.99,21.938,295.103,297.684,291.889,0.254,2.64,74.616
1/26/2019 21:00,5.014,16.764,22.066,296.035,297.822,292.981,0.253,2.525,69.959
1/27/2019 21:00,5.077,16.664,22.285,295.994,297.865,293.024,0.25,2.44,67.93
1/28/2019 21:00,5.39,16.793,21.813,297.489,298.322,294.743,0.248,1.836,63.347
1/29/2019 21:00,5.504,16.721,21.75,297.423,298.772,294.608,0.245,2.283,62.538
1/30/2019 21:00,5.157,16.032,20.869,297.106,298.755,294.105,0.242,2.553,66.61
1/31/2019 21:00,5.051,16.735,21.428,297.249,299.032,294.254,0.24,2.522,72.588
2/1/2019 21:00,5.143,17.008,22.214,297.42,299.176,294.467,0.25,2.689,72.821
2/2/2019 21:00,5.033,17.16,21.323,297.197,299.221,293.939,0.256,2.54,74.201
2/3/2019 21:00,4.586,15.946,19.675,296.437,298.888,292.898,0.256,2.752,75.516
2/4/2019 21:00,4.949,17.148,20.362,296.756,298.948,293.181,0.255,3.064,74.336
2/5/2019 21:00,5.357,17.227,21.334,297.484,298.998,294.488,0.253,2.738,69.645
2/6/2019 21:00,4.944,14.792,19.325,297.765,298.891,294.98,0.251,2.324,66.376
2/7/2019 21:00,4.891,15.697,20.641,296.402,298.714,293.793,0.249,2.692,70.264
2/8/2019 21:00,4.581,14.515,19.878,296.809,298.48,294.205,0.258,2.492,71.701
2/9/2019 21:00,4.731,16.294,21.849,295.987,298.466,293.255,0.266,2.662,74.883
2/10/2019 21:00,4.63,16.09,20.456,296.16,298.582,293.035,0.268,2.4,75.246
2/11/2019 21:00,4.133,14.409,18.95,295.305,298.299,292.203,0.266,2.755,76.474
2/12/2019 21:00,4.666,15.939,20.602,295.21,298.271,291.992,0.263,2.174,70.046
2/13/2019 21:00,4.372,15.632,22.015,292.981,297.232,290.398,0.257,2.492,71.568
2/14/2019 21:00,4.319,14.247,19.179,294.944,297.465,291.832,0.268,2.136,68.75
2/15/2019 21:00,4.38,14.078,19.053,295.286,297.386,292.292,0.28,1.826,65.737
2/16/2019 21:00,4.447,15.301,21.705,294.159,297.121,291.706,0.279,2.206,71.289
2/17/2019 21:00,4.141,13.667,17.642,295.713,297.535,292.554,0.279,2.002,71.601
2/18/2019 21:00,4.061,14.072,19.063,294.85,297.394,291.999,0.275,1.815,74.236
2/19/2019 21:00,4.546,15.087,21.019,294.89,297.32,292.677,0.272,1.976,69.6
2/20/2019 21:00,4.748,15.412,20.876,294.994,297.413,292.9,0.269,2.188,67.819
2/21/2019 21:00,4.393,15.091,21.206,295.148,297.4,292.727,0.267,2.142,74.324
2/22/2019 21:00,4.793,15.898,19.908,296.605,298.149,293.543,0.282,2.327,71.733
2/23/2019 21:00,4.227,13.341,17.048,296.199,297.936,293.21,0.304,2.507,71.312
2/24/2019 21:00,3.823,12.08,15.952,295.622,297.388,292.919,0.304,1.931,71.026
2/25/2019 21:00,3.761,12.438,16.994,295.253,297.131,292.318,0.304,2.002,73.735
2/26/2019 21:00,4.287,14.538,19.97,294.287,296.802,291.923,0.301,2.134,71.556
2/27/2019 21:00,3.727,13.448,18.108,293.34,296.457,290.779,0.299,2.316,77.181
2/28/2019 21:00,3.52,12.304,16.481,294.037,296.359,291.381,0.301,2.022,77.219
3/1/2019 21:00,3.626,12.184,15.862,294.956,296.595,291.99,0.304,1.968,74.932
3/2/2019 21:00,4.039,13.203,17.081,295.355,296.611,292.474,0.303,2.192,72.05
3/3/2019 21:00,3.988,13.151,17.649,294.964,296.661,292.145,0.301,2.208,72.243
3/4/2019 21:00,3.79,13.02,17.381,294.726,296.512,291.875,0.298,1.934,75.198
3/5/2019 21:00,3.998,13.518,17.452,295.077,296.678,292.183,0.296,2.079,73.781
3/6/2019 21:00,4.018,13.488,17.723,294.841,296.623,292.034,0.294,2.397,73.599
3/7/2019 21:00,4.014,14.197,17.983,294.342,296.433,291.423,0.293,2.403,75.766
3/8/2019 21:00,3.684,12.49,16.319,293.978,296.332,291.08,0.291,2.462,74.262
3/9/2019 21:00,3.493,12.258,17.444,292.385,295.476,289.986,0.287,1.911,73.616
3/10/2019 21:00,3.681,12.779,19.555,291.818,294.799,289.91,0.282,2.2,72.085
3/11/2019 21:00,3.897,13.667,19.497,293.045,295.045,290.773,0.281,2.02,73.274
3/12/2019 21:00,3.48,12.721,18.211,292.357,294.886,290.063,0.278,2.129,77.563
3/13/2019 21:00,3.885,12.614,16.847,294.546,295.514,291.918,0.282,2.014,70.403
3/14/2019 21:00,3.397,11.096,15.271,293.934,295.38,291.299,0.284,1.857,72.232
3/15/2019 21:00,2.865,10.232,14.932,292.463,294.861,289.929,0.282,1.773,79.06
3/16/2019 21:00,3.395,11.805,16.083,293.303,294.978,290.53,0.282,2.151,75.822
3/17/2019 21:00,3.427,13,17.579,291.824,294.495,289.301,0.279,2.554,78.773
3/18/2019 21:00,3.938,13.484,17.405,293.387,294.363,290.876,0.278,2.105,71.592
3/19/2019 21:00,3.094,11.335,16.097,292.167,294.419,289.686,0.278,2.179,79.351
3/20/2019 21:00,3.069,10.91,15.448,292.209,294.273,289.673,0.278,1.989,77.127
3/21/2019 21:00,2.94,10.901,15.086,291.715,294.035,289.124,0.277,1.962,79.518
3/22/2019 21:00,2.812,10.164,15.086,291.161,293.62,288.844,0.276,1.821,77.669
3/23/2019 21:00,2.837,10.094,14.385,291.575,293.599,289.436,0.276,1.663,77.393
3/24/2019 21:00,2.812,9.664,13.805,290.818,293.774,289.792,0.276,1.831,76.656
3/25/2019 21:00,3.048,10.532,14.474,289.844,293.839,289.915,0.276,1.77,75.175
3/26/2019 21:00,3.177,11.174,15.564,287.341,293.792,289.731,0.276,2.016,75.787
3/27/2019 21:00,2.855,9.832,15.448,285.934,293.254,289.216,0.274,1.777,74.729
3/28/2019 21:00,2.155,7.462,11.381,285.523,293.008,288.3,0.275,1.736,79.195
3/29/2019 21:00,2.059,6.571,9.736,288.178,292.825,289.131,0.276,1.909,78.623
3/30/2019 21:00,3.13,10.26,13.668,291.801,293.187,290.756,0.279,1.916,73.603
3/31/2019 21:00,2.994,11.08,16.085,285.795,292.597,288.351,0.276,1.876,76.771
4/1/2019 21:00,3.538,11.616,15.19,288.625,293.111,290.656,0.279,2.07,70.796
4/2/2019 21:00,2.669,8.777,13.805,288.292,292.599,289.92,0.277,1.567,73.882
4/3/2019 21:00,3.798,11.011,15.802,292.62,292.909,292.36,0.279,1.833,62.468
4/4/2019 21:00,3.497,10.732,15.948,289.7,292.677,291.183,0.279,1.841,66.344
4/5/2019 21:00,3.329,10.33,16.159,289.124,292.558,290.517,0.279,2.291,69.789
4/6/2019 21:00,2.116,7.383,11.766,290.217,292.484,289.165,0.28,1.922,82.277
4/7/2019 20:00,2.895,10.82,16.333,290.847,292.463,289.14,0.281,2.131,80.603
4/8/2019 20:00,1.859,6.44,10.294,289.829,292.221,288.081,0.281,1.631,81.227
4/9/2019 20:00,2.748,10.201,14.456,288.158,292.076,288.392,0.281,1.854,78.95
4/10/2019 20:00,2.355,7.786,11.776,288.331,292.168,288.852,0.282,1.718,75.756
4/11/2019 20:00,2.739,9.473,13.926,288.108,291.957,288.605,0.281,1.612,73.625
4/12/2019 20:00,2.923,10.049,15.408,287.394,291.94,288.951,0.282,1.675,72.745
4/13/2019 20:00,2.249,8.958,15.608,285.523,290.882,286.2,0.279,1.98,82.078
4/14/2019 20:00,2.164,8.186,14.085,287.1,290.622,287.278,0.28,1.964,82.292
4/15/2019 20:00,2.265,8.898,13.415,287.715,291.076,287.788,0.283,1.703,84.639
4/16/2019 20:00,1.818,6.694,10.861,287.051,290.779,287.262,0.283,1.298,81.95
4/17/2019 20:00,2.181,7.206,11.378,289.486,290.933,288.332,0.285,1.683,76.173
4/18/2019 20:00,2.057,6.796,11.121,289.463,290.887,288.191,0.286,1.395,75.215
4/19/2019 20:00,2.258,7.581,11.785,287.017,290.984,288.321,0.287,1.432,74.533
4/20/2019 20:00,2.245,7.895,12.185,287.775,290.802,287.75,0.286,1.406,76.208
4/21/2019 20:00,2.064,6.863,11.142,285.889,290.886,288.358,0.287,1.133,73.374
4/22/2019 20:00,2.033,7.657,12.825,283.996,290.059,285.816,0.284,1.643,79.088
4/23/2019 20:00,2.106,5.977,9.996,287.362,290.164,287.974,0.286,1.734,69.336
4/24/2019 20:00,2.289,7.887,13.284,287.425,289.709,287.539,0.285,1.631,75.229
4/25/2019 20:00,2.075,7.486,12.801,285.947,289.788,287.742,0.287,1.857,81.319
4/26/2019 20:00,2.273,7.716,13.59,287.072,289.684,288.273,0.288,1.688,76.607
4/27/2019 20:00,1.79,7.3,11.811,287.311,289.667,286.031,0.289,1.733,86.427
4/28/2019 20:00,1.19,3.774,6.841,283.178,290.039,287.675,0.292,1.252,82.537
4/29/2019 20:00,1.994,6.311,9.516,285.885,290.31,288.569,0.295,1.879,77.775
4/30/2019 20:00,1.927,7.146,12.054,286.87,289.825,286.887,0.293,1.712,81.93
5/1/2019 20:00,2.102,7.627,11.585,284.68,290.103,287.617,0.295,1.717,80.713
5/2/2019 20:00,1.736,6.504,10.61,286.697,290.12,286.939,0.296,1.661,84.209
5/3/2019 20:00,1.572,5.568,9.044,284.306,290.191,287.245,0.297,1.486,83.118
5/4/2019 20:00,2.225,7.167,12.91,287.478,289.544,287.959,0.295,1.822,74.373
5/5/2019 20:00,1.178,3.941,7.489,287.204,289.614,286.725,0.296,1.516,84.77
5/6/2019 20:00,2.217,7.877,12.913,284.595,289.831,287.827,0.298,2.658,81.266
5/7/2019 20:00,0.891,3.234,5.795,283.444,289.133,284.802,0.296,1.537,88.429
5/8/2019 20:00,1.834,5.598,8.742,283.017,289.197,286.42,0.297,1.619,72.086
5/9/2019 20:00,1.442,5.654,11.735,282.105,287.695,282.759,0.29,1.796,81.43
5/10/2019 20:00,2.225,6.765,11.014,281.078,288.584,287.41,0.296,1.587,68.134
5/11/2019 20:00,1.767,5.759,12.338,283.74,287.781,285.401,0.292,1.629,73.811
5/12/2019 20:00,1.643,5.865,9.59,279.648,288.561,286.499,0.296,1.226,79.732
5/13/2019 20:00,1.589,5.535,12.192,284.515,287.622,285.107,0.293,1.572,78.304
5/14/2019 20:00,1.574,6.208,10.505,285.425,288.022,285.11,0.295,1.783,84.856
5/15/2019 20:00,0,0,0,281.082,288.229,282.198,0.296,0.842,93.469
5/16/2019 20:00,,,,,,,,,
5/17/2019 20:00,,,,,,,,,
5/18/2019 20:00,,,,,,,,,
5/19/2019 20:00,,,,,,,,,
5/20/2019 20:00,,,,,,,,,
5/21/2019 20:00,,,,,,,,,
5/22/2019 20:00,,,,,,,,,
5/23/2019 20:00,,,,,,,,,
5/24/2019 20:00,,,,,,,,,
5/25/2019 20:00,1.634,3.893,6.574,289.583,287.374,287.562,0.291,1.406,65.581
5/26/2019 20:00,1.129,2.006,4.702,285.128,287.714,287.061,0.291,1.385,68.968
5/27/2019 20:00,1.445,4.13,9.654,286.674,287.051,286.041,0.287,1.355,72.285
5/28/2019 20:00,1.716,5.216,10.995,285.341,286.888,285.476,0.286,1.356,68.694
5/29/2019 20:00,1.541,4.665,10.796,285.598,286.923,285.941,0.287,1.656,75.613
5/30/2019 20:00,1.209,3.671,8.117,285.657,286.937,285.546,0.289,1.424,78.635
5/31/2019 20:00,1.602,4.792,10.836,285.618,287.318,287.019,0.293,1.428,74.217
6/1/2019 20:00,1.585,3.698,11.165,287.305,286.781,287.654,0.293,1.268,63.522
6/2/2019 20:00,2.645,2.979,11.057,287.955,286.786,288.828,0.295,2.233,42.723
6/3/2019 20:00,1.233,4.968,10.672,285.211,286.872,283.953,0.297,2.078,87.473
6/4/2019 20:00,1.618,5.743,10.311,281.502,287.407,285.424,0.3,1.841,80.678
6/5/2019 20:00,1.045,3.745,10.474,282.377,286.05,282.904,0.295,1.516,82.99
6/6/2019 20:00,1.158,3.811,10.609,282.741,285.703,283.247,0.297,1.653,79.801
6/7/2019 20:00,1.069,3.927,8.421,285.847,286.447,284.265,0.305,0.961,82.384
6/8/2019 20:00,0.697,2.88,7.901,281.162,285.317,280.752,0.305,1,87.593
6/9/2019 20:00,1.399,3.433,9.513,285.382,285.561,284.789,0.311,2.001,72.905
6/10/2019 20:00,0.465,1.477,4.94,285.305,286.122,283.98,0.318,0.602,84.692
6/11/2019 20:00,1.35,4.369,9.495,285.063,285.693,283.894,0.319,1.436,75.391
6/12/2019 20:00,1.117,3.65,10.316,283.828,285.234,283.328,0.32,1.632,80.351
6/13/2019 20:00,1.23,4.07,10.628,284.805,285.363,283.741,0.324,1.519,78.707
6/14/2019 20:00,1.173,3.742,10.381,282.541,284.755,281.931,0.323,1.597,75.757
6/15/2019 20:00,1.196,3.409,10.929,282.147,283.798,281.6,0.323,1.283,67.071
6/16/2019 20:00,1.399,2.912,11.102,283.061,283.774,283.042,0.326,1.627,61.468
6/17/2019 20:00,1.446,2.885,11.065,283.249,283.391,284.484,0.327,0.914,41.863
6/18/2019 20:00,3.49,2.598,10.475,288.168,284.092,289.893,0.332,2.35,23.156
6/19/2019 20:00,1.125,3.451,7.823,287.55,285.773,285.432,0.342,1.438,80.366
6/20/2019 20:00,1.409,4.328,9.295,288.094,286.338,286.147,0.345,1.209,74.354
6/21/2019 20:00,1.597,3.572,10.63,284.623,285.201,284.539,0.339,1.936,65.655
6/22/2019 20:00,1.101,4.15,8.114,286.771,285.858,284.329,0.343,1.413,85.873
6/23/2019 20:00,0.754,1.953,4.918,287.526,286.59,285.618,0.346,0.996,79.115
6/24/2019 20:00,1.512,4.181,9.397,288.109,286.801,286.026,0.347,2.157,76.854
6/25/2019 20:00,1.274,4.373,9.975,286.687,286.344,284.718,0.345,1.393,80.304
6/26/2019 20:00,1.167,4.387,8.74,286.806,286.535,284.104,0.346,1.642,85.322
6/27/2019 20:00,1.441,4.297,8.059,287.79,286.75,285.103,0.347,1.431,72.997
6/28/2019 20:00,1.778,5.299,10.098,289.408,287.202,286.787,0.349,1.303,69.029
6/29/2019 20:00,0.564,1.563,7.046,282.993,285.817,282.042,0.341,1.19,83.699
6/30/2019 20:00,0.901,2.806,8.159,285.961,285.902,284.245,0.341,1.246,81.634
7/1/2019 20:00,0.918,3.142,7.506,286.448,286.412,283.749,0.343,1.469,84.78
7/2/2019 20:00,1.452,4.553,10.062,286.115,286.001,284.058,0.341,1.822,75.867
7/3/2019 20:00,0.973,3.839,8.922,283.92,285.2,282.103,0.336,1.214,84.715
7/4/2019 20:00,0.984,3.637,7.37,286.576,286.011,283.828,0.34,1.45,86.102
7/5/2019 20:00,1.577,4.605,9.569,287.775,286.392,285.909,0.344,1.847,75.192
7/6/2019 20:00,1.296,4.091,9.907,286.802,286.312,284.995,0.343,1.79,80.019
7/7/2019 20:00,0.911,2.879,6.439,287.556,286.987,285.349,0.345,1.044,81.627
7/8/2019 20:00,1.08,3.758,8.301,285.727,286.348,283.814,0.341,1.553,83.174
7/9/2019 20:00,1.012,3.92,10.206,284.09,285.311,282.331,0.336,1.521,85.153
7/10/2019 20:00,1.39,4.807,9.608,287.435,286.102,284.258,0.339,1.61,79.374
7/11/2019 20:00,1.368,3.782,10.83,285.422,285.586,283.981,0.336,2.173,75.984
7/12/2019 20:00,1.243,3.244,9.739,285.329,285.45,283.757,0.334,1.819,74.176
7/13/2019 20:00,1.041,3.165,9.879,283.597,284.786,282.387,0.33,1.372,75.934
7/14/2019 20:00,1.143,4.556,10.003,284.759,284.962,282.285,0.33,1.618,84.558
7/15/2019 20:00,1.48,4.914,9.066,287.834,286.143,284.85,0.334,1.437,76.288
7/16/2019 20:00,1.283,4.87,9.434,286.58,286.102,283.189,0.333,1.608,82.458
7/17/2019 20:00,1.488,5.19,10.718,286.828,285.85,284.09,0.331,1.594,77.814
7/18/2019 20:00,1.641,4.071,11.409,287.62,286.023,285.764,0.331,1.944,69.854
7/19/2019 20:00,1.106,4.189,8.762,286.313,286.28,283.727,0.33,1.508,85.327
7/20/2019 20:00,0.562,0.835,4.056,287.084,286.894,285.09,0.331,1.161,78.695
7/21/2019 20:00,1.015,3.047,7.542,286.359,286.465,284.085,0.328,1.508,80.247
7/22/2019 20:00,1.558,2.81,6.185,286.934,286.787,284.422,0.328,2.608,68.378
7/23/2019 20:00,1.564,4.408,9.117,286.939,286.336,283.911,0.326,1.486,66.337
7/24/2019 20:00,1.653,4.787,11.235,284.916,285.484,282.703,0.321,1.606,64.057
7/25/2019 20:00,2.107,4.179,11.968,285.859,284.916,285.288,0.318,1.835,51.377
7/26/2019 20:00,1.416,4.65,12.065,283.461,284.826,281.73,0.316,2.155,75.275
7/27/2019 20:00,1.757,5.977,11.473,288.021,286.01,284.301,0.32,2.066,75.992
7/28/2019 20:00,1.598,4.308,12,286.042,285.505,284.769,0.315,1.622,67.797
7/29/2019 20:00,3.444,3.866,12.233,289.897,285.996,290.588,0.314,2.36,33.221
7/30/2019 20:00,1.161,3.326,7.741,288.487,287.483,285.375,0.318,2.184,82.201
7/31/2019 20:00,1.498,5.555,10.947,287.596,287.08,284.459,0.314,1.96,82.409
8/1/2019 20:00,1.596,4.361,12.329,286.383,286.134,284.887,0.308,1.3,63.832
8/2/2019 20:00,2.972,3.145,12.707,288.406,286.185,288.474,0.306,2.308,35.08
8/3/2019 20:00,1.722,6.189,12.244,288.355,287.246,284.324,0.308,2.097,78.712
8/4/2019 20:00,1.951,5.903,11.626,289.449,287.679,285.79,0.308,1.729,69.445
8/5/2019 20:00,1.299,5.026,10.159,286.71,287.294,283.282,0.304,1.746,83.598
8/6/2019 20:00,1.462,4.995,9.609,287.737,287.374,284.141,0.302,1.898,79.145
8/7/2019 20:00,2.071,6.585,11.834,288.44,287.681,284.837,0.302,2.618,73.025
8/8/2019 20:00,2.274,5.22,11.323,288.411,287.532,285.008,0.301,2.534,60.174
8/9/2019 20:00,1.664,5.098,13.333,285.583,286.46,283.109,0.295,2.442,73.428
8/10/2019 20:00,1.662,5.423,10.481,287.88,287.174,284.436,0.297,1.864,74.975
8/11/2019 20:00,2.642,4.921,13.367,289.538,287.056,288.914,0.295,1.68,44.077
8/12/2019 20:00,4.751,3.793,12.748,291.868,287.865,292.32,0.297,3.191,24.243
8/13/2019 20:00,2.126,6.088,11.342,291.295,289.329,287.042,0.3,2.481,72.776
8/14/2019 20:00,2.287,7.367,12.974,291.174,289.686,286.819,0.299,2.273,73.57
8/15/2019 20:00,0.746,2.229,6.914,285.617,288.119,283.261,0.29,1.517,84.481
8/16/2019 20:00,1.993,6.895,13.004,288.973,288.05,284.864,0.29,2.24,75.537
8/17/2019 20:00,1.495,5.815,12.208,286.544,287.69,283.213,0.287,2.196,82.402
8/18/2019 20:00,1.803,6.672,13.053,288.107,287.818,284.387,0.287,2.448,79.948
8/19/2019 20:00,1.788,6.713,13.797,287.558,287.682,284.258,0.286,2.587,80.64
8/20/2019 20:00,1.737,6.044,10.775,289.094,288.332,285.315,0.288,1.92,78.535
8/21/2019 20:00,2.583,6.618,13.806,289.526,288.101,287.508,0.302,2.333,62.826
8/22/2019 20:00,1.925,7.363,12.018,290.382,289.324,285.655,0.379,2.377,82.228
8/23/2019 20:00,1.943,7.016,11.996,288.595,288.857,285.065,0.373,2.049,77.656
8/24/2019 20:00,2.238,7.329,13.933,290.101,289.06,286.651,0.37,2.436,75.104
8/25/2019 20:00,3.357,6.807,14.487,292.671,289.414,291.435,0.366,1.962,47.09
8/26/2019 20:00,4.257,6.927,14.325,292.616,290.117,291.808,0.364,2.737,38.901
8/27/2019 20:00,1.786,5.949,10.661,291.246,290.68,286.866,0.359,2.456,81.067
8/28/2019 20:00,1.822,7.19,12.882,288.829,289.689,284.794,0.349,2.12,82.427
8/29/2019 20:00,2.027,8.112,13.278,291.081,290.319,285.994,0.348,2.4,83.924
8/30/2019 20:00,2.005,7.47,12.017,290.927,290.582,285.699,0.344,2.241,80.252
8/31/2019 20:00,2.441,8.116,13.128,292.039,290.775,286.655,0.34,2.236,72.665
9/1/2019 20:00,1.882,6.627,10.969,290.158,290.558,285.301,0.335,2.025,77.693
9/2/2019 20:00,1.982,7.933,14.557,288.932,289.649,284.256,0.327,2.065,80.26
9/3/2019 20:00,2.363,8.889,15.716,290.305,289.939,285.43,0.325,2.572,77.271
9/4/2019 20:00,1.934,6.328,11.602,289.435,289.805,285.287,0.32,1.672,71.627
9/5/2019 20:00,2.64,8.873,14.71,290.667,290.184,285.76,0.318,2.506,69.903
9/6/2019 20:00,3.02,9.652,15.72,292.328,290.733,286.863,0.354,2.787,67.45
9/7/2019 20:00,1.206,3.909,8.842,286.804,289.748,283.888,0.396,1.878,80.876
9/8/2019 21:00,1.868,6.901,11.046,288.489,289.385,284.566,0.386,1.894,77.867
9/9/2019 21:00,2.354,8.951,16.292,288.091,288.814,283.949,0.378,2.617,74.361
9/10/2019 21:00,2.776,9.368,16.498,290.727,289.496,285.98,0.373,2.181,67.546
9/11/2019 21:00,2.883,8.886,16.787,289.328,289.272,285.856,0.364,2.611,63.911
9/12/2019 21:00,2.269,7.909,12.961,290.836,290.114,285.876,0.378,2.01,73.964
9/13/2019 21:00,2.932,9.979,15.687,291.99,290.822,286.284,0.392,2.588,68.98
9/14/2019 21:00,2.057,7.582,13.07,289.363,290.291,284.648,0.375,1.924,75.848
9/15/2019 21:00,2.251,9.434,14.696,290.879,290.585,285.006,0.385,2.531,82.23
9/16/2019 21:00,2.986,10.057,15.296,291.103,290.92,284.924,0.403,3.221,66.5
9/17/2019 21:00,2.63,9.562,17.683,287.886,289.604,283.139,0.393,2.472,66.223
9/18/2019 21:00,3.592,11.487,17.861,292.707,290.626,286.613,0.375,2.833,60.776
9/19/2019 21:00,2.702,9.776,17.507,289.653,289.84,285.072,0.354,2.151,69.53
9/20/2019 21:00,2.502,9.751,17.824,289.939,289.966,285.351,0.344,2.801,77.721
9/21/2019 21:00,2.614,9.417,14.734,292.659,290.871,286.909,0.34,2.111,75.118
9/22/2019 21:00,2.522,8.845,13.887,293.157,291.446,287.286,0.334,2.465,76.548
9/23/2019 21:00,2.495,10.05,16.189,290.811,291.13,285.355,0.325,2.816,79.306
9/24/2019 21:00,2.429,9.212,14.426,290.046,290.617,284.722,0.316,2.009,73.743
9/25/2019 21:00,3.076,11.082,16.607,292.636,291.039,286.377,0.312,2.347,69.984
9/26/2019 21:00,3.206,10.356,16.131,293.443,291.859,287.339,0.358,2.688,66.801
9/27/2019 21:00,2.813,11.042,18.219,290.724,291.488,285.579,0.366,2.474,75.513
9/28/2019 21:00,2.701,9.36,14.139,292.734,291.641,287.031,0.345,2.072,72.201
9/29/2019 21:00,2.746,9.706,14.201,292.563,291.773,286.819,0.333,2.387,73.481
9/30/2019 21:00,2.903,9.636,14.931,292.833,291.844,287.005,0.323,3.136,71.759
10/1/2019 21:00,3.077,11.055,18.453,291.271,291.215,285.959,0.31,2.514,69.164
10/2/2019 21:00,2.82,10.648,17.62,290.461,290.963,285.127,0.3,2.314,71.538
10/3/2019 21:00,2.788,11.417,18.484,289.734,290.698,284.606,0.333,2.553,75.524
10/4/2019 21:00,3.061,11.682,18.243,291.508,291.352,285.749,0.353,2.304,71.736
10/5/2019 21:00,3.234,11.271,19.162,292.067,291.283,287.334,0.328,2.919,71.028
10/6/2019 21:00,2.874,11.369,17.768,291.866,291.568,286.396,0.314,2.612,77.748
10/7/2019 21:00,3.183,12.013,18.407,293.054,291.978,287.531,0.303,2.518,75.519
10/8/2019 21:00,2.793,10.829,16.599,292.378,292.108,286.926,0.291,2.525,78.519
10/9/2019 21:00,2.567,9.637,14.977,291.799,291.941,286.625,0.28,2.368,77.719
10/10/2019 21:00,2.737,9.752,14.491,292.248,292,287.144,0.325,2.339,74.649
10/11/2019 21:00,3.103,11.762,17.163,293.134,292.501,287.173,0.347,2.506,75.421
10/12/2019 21:00,2.211,6.754,11.179,291.35,292.056,287.277,0.321,1.947,71.376
10/13/2019 21:00,3.502,10.662,15.16,292.72,291.856,288.7,0.305,2.259,61.889
10/14/2019 21:00,3.663,13.251,19.716,293.927,292.343,288.845,0.292,2.161,72.041
10/15/2019 21:00,3.383,13.095,17.341,293.266,293.559,287.271,0.295,2.59,74.944
10/16/2019 21:00,3.866,15.141,19.63,292.724,293.479,287.097,0.302,2.281,71.394
10/17/2019 21:00,3.572,14.881,20.071,291.2,293.176,286.14,0.343,2.348,75.311
10/18/2019 21:00,2.492,8.727,11.918,291.55,293.135,286.768,0.369,2.453,75.572
10/19/2019 21:00,4.721,17.099,20.126,294.564,293.848,288.227,0.345,2.836,63.606
10/20/2019 21:00,4.379,14.987,20.506,292.774,293.492,288.825,0.323,2.147,61.439
10/21/2019 21:00,3.771,14.125,17.426,293.496,294.43,288.305,0.309,2.461,72.789
10/22/2019 21:00,4.304,15.654,18.795,292.903,294.902,289.022,0.308,2.252,68.49
10/23/2019 21:00,3.841,15.013,18.443,292.859,294.485,288.019,0.394,2.201,74.505
10/24/2019 21:00,3.99,15.856,20.769,292.28,294.001,287.902,0.361,2.47,74.565
10/25/2019 21:00,3.397,14.35,17.973,289.364,293.658,286.654,0.333,2.339,79.257
10/26/2019 21:00,3.743,15.897,20.455,285.936,293.564,286.834,0.313,2.771,77.574
10/27/2019 21:00,3.85,14.929,19.333,291.397,293.974,287.853,0.298,2.431,73.38
10/28/2019 21:00,4.341,15.989,20.814,292.55,294.088,288.469,0.297,2.477,67.87
10/29/2019 21:00,4.321,15.621,20.489,292.785,294.054,288.576,0.346,2.322,66.479
10/30/2019 21:00,3.44,12.786,17.448,291.108,294.007,287.964,0.317,2.369,73.544
